School Yr,Location,District ID,District Name,School ID,School Name,School Type,Grade Band,Virtual Status,Governance,ADM,Total Expenditures,Per Pupil Exp,Fed Per Pupil Exp,State/Local Per Pupil Exp,Direct Classroom Expenditures,Classroom Support,Building Support,Central Support,Other Expenditures,ESD Direct Support,School Expenditures,District Expenditures,General Fund,Special State and Local Revenue Funds,Special Federal Revenue Funds,Special Revenue Funds,Trust and Agency Funds,Internal Service Funds,Enterprise Funds,ESD General Fund,ESD Special Revenue Funds,ESD Internal
23-24,Silver Falls SD 4J-Silverton High School,2138,Silver Falls SD 4J,812,Silverton High School,Regular,High School,Supplemental Virtual,Public,1264.34,21746462.57415044,17199.853341783415,226.11977885601698,16973.7335629274,10702061.876656625,5312003.778625135,4230410.05119432,748543.9069005447,753442.9607738139,737312.7381077072,14745622.36,6263527.476042732,17196937.49422639,2933220.4099244815,285892.2811988165,540118.1080686961,0,52981.54262434948,0,521920.2722761844,215392.46583152277,0
23-24,Silver Falls SD 4J-The Community Roots School,2138,Silver Falls SD 4J,4746,The Community Roots School,Charter,Elementary,Not Virtual,Public,98.6,1612086.5186859812,16349.761852798998,64.44597275955556,16285.315880039443,245252.97016430958,101947.05818801775,226512.73571330492,58348.60896150853,980025.1456588402,57499.5934459243,1066123.53,488463.39524005674,463743.3139759256,113754.74659755595,6354.372914092178,42110.40000915373,925528.3,3095.7917433292137,0,40702.136170991806,16797.45727493249,0
23-24,Cascade SD 5-Aumsville Elementary School,2139,Cascade SD 5,719,Aumsville Elementary School,Regular,Elementary,Not Virtual,Public,576.9448514851485,10309845.94906501,17869.725195615858,1179.7463968526392,16689.97879876322,5600095.826666183,1923931.0882301852,2072542.0020603063,481504.016738165,231773.01537016928,365312.5555134475,7515642.2299999995,2428891.1635515615,8232957.027675631,622390.1583561217,680648.6097222851,408537.59779752296,0,0,0,102654.27359925571,262658.2819141918,0
23-24,Cascade SD 5-Turner Elementary School,2139,Cascade SD 5,790,Turner Elementary School,Regular,Elementary,Not Virtual,Public,441.5251485148515,6775808.020626172,15346.369382169532,621.0493345875385,14725.320047581994,3482098.5619528852,1212918.5396117172,1534933.2920748913,368486.05538910575,177371.57159757265,279566.8943265833,4637455.96,1858785.166299589,5350102.331551055,620792.3968751895,274208.8996888126,251137.49818453143,0,0,0,78559.40351997802,201007.49080660532,0
23-24,Cascade SD 5-Cloverdale Elementary School,2139,Cascade SD 5,806,Cloverdale Elementary School,Regular,Elementary,Not Virtual,Public,204.01,3570439.416693273,17501.29609672699,586.4925499917703,16914.80354673522,1886201.3958979412,640900.6997545598,791119.7183603067,170261.74027186318,81955.86240860214,129175.97627997358,2582397.84,858865.6004132995,2774258.8155199825,376549.7975160189,119650.34512382105,170804.48225347718,0,0,0,36298.96046922823,92877.01581074535,0
23-24,Cascade SD 5-Cascade Junior High School,2139,Cascade SD 5,810,Cascade Junior High School,Regular,Junior High/Middle School,Not Virtual,Public,634.48,9464800.017138612,14917.412711415034,939.2836143468859,13978.129097068148,5054471.351900033,1916026.2169843297,1709894.7008462697,529521.4399671181,254886.30744086023,401742.9215730486,6391947.61,2671109.4855655623,7661671.3483820325,716266.4543393152,595956.6676308122,89162.62521340232,0,0,0,112891.35061279313,288851.57096025546,0
23-24,Cascade SD 5-Cascade Senior High School,2139,Cascade SD 5,811,Cascade Senior High School,Regular,High School,Not Virtual,Public,776.84,14659154.103490038,18870.23596041661,975.9891930148772,17894.24676740173,7138296.022750633,3265007.603644097,3295443.033997945,648331.6029253184,312075.840172043,491883.0714834306,10896837.46,3270433.5720066056,10519402.84965562,2152284.222170208,758187.4447016772,737396.5154791002,0,0,0,138221.08941186834,353661.98207156226,0
23-24,Cascade SD 5-Cascade Opportunity Center,2139,Cascade SD 5,5380,Cascade Opportunity Center,Alternative,High School,Supplemental Virtual,Public,91.1,441206.7429868985,4843.103655180006,188.8646886124261,4654.23896656758,20470.450832324117,86079.751775111,222029.59266028108,76029.82470842965,36597.123010752686,57683.11082351645,0,383523.6321633821,321849.28721567756,31666.61074314653,17205.573132592017,12802.161071965942,0,0,0,16209.182386876579,41473.92843663987,0
23-24,Jefferson SD 14J-Jefferson Elementary School,2140,Jefferson SD 14J,721,Jefferson Elementary School,Regular,Elementary,Not Virtual,Public,298.32,5262866.942127814,17641.683233198626,1695.2808587421966,15946.40237445643,2773276.472731279,816378.0047654363,1268096.97852566,309446.4437424249,95669.04236301224,235361.28566851717,3191073.67,1836431.9864592957,3789230.3336364795,426361.83576217317,505736.18577997206,306177.30128067126,0,0,0,95662.9909225749,139698.2947459423,0
23-24,Jefferson SD 14J-Jefferson Middle School,2140,Jefferson SD 14J,722,Jefferson Middle School,Regular,Junior High/Middle School,Not Virtual,Public,179.32,3449010.570255965,19233.830973990436,1522.5263091436925,17711.304664846743,1661977.643268212,715979.5037963865,797211.758417878,175221.83215436988,98619.83261911824,141475.54889406846,2203656.69,1103878.3313618964,2686696.037786583,227580.6186218587,273019.4177556469,120238.94719780762,0,0,0,57502.97510135469,83972.57379271375,0
23-24,Jefferson SD 14J-Jefferson High School,2140,Jefferson SD 14J,723,Jefferson High School,Regular,High School,Supplemental Virtual,Public,230.27,5228716.667616222,22706.894808773275,790.6996849975293,21916.195123775746,2646359.0140005085,1225299.0814381773,1044488.243056462,225007.42410320524,87562.9050178695,181672.84543741436,3629521.72,1417522.102178808,3857513.528576938,844899.4356159682,182074.41646438107,162556.4415215211,0,0,0,73841.2339760704,107831.61146134397,0
23-24,North Marion SD 15-North Marion Intermediate School,2141,North Marion SD 15,724,North Marion Intermediate School,Regular,Elementary,Not Virtual,Public,337.48,5910858.384766124,17514.692381077763,1584.4040883213845,15930.288292756379,3159225.8208362777,1244276.187249064,1240766.753326979,197126.5991803635,69463.02417344005,252540.35541947384,4075921.57,1582396.4593466504,4482900.317754506,415530.544893975,534704.6917267009,225182.47497146795,0,0,0,153158.38283159575,99381.97258787807,0
23-24,North Marion SD 15-North Marion Middle School,2141,North Marion SD 15,725,North Marion Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,409.46,7010839.027076382,17122.158518723154,867.6464005566023,16254.51211816655,3370703.987378281,1662026.4901937945,1652461.056484132,239171.08362093056,86476.4093992437,306403.8577991518,4784534.57,1919900.5992772297,5344879.386960887,665474.5457979348,355266.49517190637,338814.74134650134,0,0,0,185825.03091805498,120578.82688109683,0
23-24,North Marion SD 15-North Marion High School,2141,North Marion SD 15,726,North Marion High School,Regular,High School,Supplemental Virtual,Public,553.29,10543272.389333734,19055.59903365999,1115.4637422076287,17940.13529145236,4838808.577534384,2747746.654077381,2251106.874969729,323184.1177566176,382426.16499562236,414033.58199016436,7534939.48,2594299.32734357,8123801.9089608,1006378.7154313958,617174.9339260588,381883.24902531557,0,0,0,251099.3292547517,162934.25273541265,0
23-24,North Marion SD 15-North Marion Primary School,2141,North Marion SD 15,3146,North Marion Primary School,Regular,Elementary,Not Virtual,Public,310.24,6428111.59882376,20719.802729576328,2126.9823658307564,18592.82036374557,3342401.354251057,1506143.7684797605,1275338.8752191595,181215.34944208834,123012.25143169385,232156.33479121,4741283.35,1454671.9140325494,4446719.526323806,806860.5538766944,659875.0091753339,282500.1746567151,0,0,0,140796.06699559756,91360.26779561245,0
23-24,Salem-Keizer SD 24J-Auburn Elementary School,2142,Salem-Keizer SD 24J,728,Auburn Elementary School,Regular,Elementary,Not Virtual,Public,604.29,11306510.94442836,18710.405507998414,2279.203910414847,16431.201597583567,5993672.68489686,1926350.5833527097,1796296.5315332452,930539.3936359163,659651.7510096283,369573.6011160861,5925040.91,5011896.4333122745,8324259.1639671335,796399.8357481417,1377300.131024588,302487.4792097178,0,136490.73336269343,0,307891.04758162785,61682.5535344583,0
23-24,Salem-Keizer SD 24J-Brush College Elementary School,2142,Salem-Keizer SD 24J,731,Brush College Elementary School,Regular,Elementary,Not Virtual,Public,266.75633663366335,5833352.739554755,21867.719482014414,2166.671230625541,19701.048251388875,3222763.25272656,1115259.2260457485,793360.0737978256,410775.09099873813,291195.0959858841,163143.6892059076,3457769.44,2212439.6103488486,4501908.401545187,396545.87324477965,577973.2801712204,133529.35152250697,0,60252.14386515453,0,135914.6898594648,27228.9993464428,0
23-24,Salem-Keizer SD 24J-Bush Elementary School,2142,Salem-Keizer SD 24J,732,Bush Elementary School,Regular,Elementary,Not Virtual,Public,245.85,5059413.334339493,20579.26920618057,2995.631979311417,17583.637226869152,2574125.85765575,1099948.461506005,738383.922571362,378581.65768983436,268373.4349165419,150357.72532126922,2870010.2199999997,2039045.389018224,3628484.812221648,365500.3018470944,736476.1221137119,123064.33461369398,0,55530.03822207579,0,125262.72823965843,25094.99708161077,0
23-24,Salem-Keizer SD 24J-Candalaria Elementary School,2142,Salem-Keizer SD 24J,733,Candalaria Elementary School,Regular,Elementary,Not Virtual,Public,289.79,5560226.391321708,19187.08855143969,2045.9965727867525,17141.091978652938,2780605.3031773837,1153744.3592337815,863293.3801759408,446244.37088443,316338.9778501716,177230.69034309787,2979518.12,2403477.58097861,4144444.3262644354,435128.0425127903,592909.346827873,145059.2374525214,0,65454.74792098981,0,147650.5430814343,29580.14726166356,0
23-24,Salem-Keizer SD 24J-Clear Lake Elementary School,2142,Salem-Keizer SD 24J,734,Clear Lake Elementary School,Regular,Elementary,Not Virtual,Public,334.16762376237625,6764942.531691171,20244.159070603633,2468.3618242883126,17775.79724631532,3646101.271128491,1249234.1593708217,990243.8879429644,514580.97600257595,364782.23724631907,204371.29869808664,3789031.87,2771539.3629930853,5005735.546750909,487237.57712090615,824846.6054081895,167273.20019424878,0,75478.30351883259,0,170261.33106300168,34109.967635084955,0
23-24,Salem-Keizer SD 24J-Cummings Elementary School,2142,Salem-Keizer SD 24J,735,Cummings Elementary School,Regular,Elementary,Not Virtual,Public,415.41,8205587.186858934,19752.984248956294,3671.2075067037404,16081.776742252554,4506994.552426989,1375810.446383606,1229629.3915479744,639685.2000037995,453467.59649656573,254057.7696795137,4506177.19,3445352.22717942,5530033.089274334,594671.0998324242,1525056.310359801,207940.43214103972,0,93828.48557182227,0,211655.03330500922,42402.73637450449,0
23-24,Salem-Keizer SD 24J-Englewood Elementary School,2142,Salem-Keizer SD 24J,736,Englewood Elementary School,Regular,Elementary,Not Virtual,Public,292.08,6640457.245351959,22735.06315171172,2666.5723482358917,20068.49080347583,3728384.670363195,1253117.0190106728,868543.694627795,449770.716201126,340641.1451491705,178631.21583012532,4039355.51,2422470.519521834,5032077.045503352,416916.6379662368,778852.4514727392,146205.5353018822,21802.37,65971.98927762415,0,148817.3181380494,29813.897692075952,0
23-24,Salem-Keizer SD 24J-Wright Elementary School,2142,Salem-Keizer SD 24J,737,Wright Elementary School,Regular,Elementary,Not Virtual,Public,397.2260396039604,7325260.757529606,18441.038671163118,2260.313740640403,16180.724930522716,3738355.5423970823,1364730.8852839335,1176872.685603546,611683.923330629,433617.720914416,242936.76531717667,3787786.98,3294537.01221243,5346595.188090067,549313.9004892145,897855.4754570005,198838.14624809535,0,89721.28192805251,0,202390.14622178848,40546.6190953882,0
23-24,Salem-Keizer SD 24J-Four Corners Elementary School,2142,Salem-Keizer SD 24J,738,Four Corners Elementary School,Regular,Elementary,Not Virtual,Public,366.66,7013233.059970383,19127.347024410577,3114.2251648561623,16013.121859554416,3663582.739584939,1296165.1299104812,1088618.1810991077,564615.6217553577,400251.3876204973,224243.08955174527,3747963.4,3041026.5704186377,4846993.434996094,533779.5900701876,1141861.7989461606,183537.80325180816,0,82817.34315438809,0,186816.48133558335,37426.60821616191,0
23-24,Salem-Keizer SD 24J-Grant Community School,2142,Salem-Keizer SD 24J,740,Grant Community School,Regular,Elementary,Not Virtual,Public,457.05,9750215.415382817,21332.929472449003,2826.6457520544755,18506.283720394527,5669751.93846069,1518625.7621957273,1357425.1697467605,703806.1689938533,500606.375985786,279524.0933824938,5679982.78,3790708.542000323,7185748.965740916,659322.2386016453,1291918.440976498,228784.03146304184,1683.95,103233.69521822144,0,232870.97800258652,46653.11537990727,0
23-24,Salem-Keizer SD 24J-Scott Elementary School,2142,Salem-Keizer SD 24J,741,Scott Elementary School,Regular,Elementary,Not Virtual,Public,492.71854368932037,9846290.321251648,19983.60006409693,2280.7341342913387,17702.86592980559,5328282.427753792,1758361.3531845356,1463056.0539948207,758731.7593834614,537858.7269350382,301338.3748331691,5458413.51,4086538.4364184793,7389096.623729575,674166.6686826191,1123760.0011905513,246638.51832806395,0,111290.13448766923,0,251044.4134097849,50293.961423384186,0
23-24,Salem-Keizer SD 24J-Highland Elementary School,2142,Salem-Keizer SD 24J,743,Highland Elementary School,Regular,Elementary,Not Virtual,Public,283.66126213592236,6471489.366788122,22814.145710481855,2427.2186249286947,20386.92708555316,3708897.0900344867,1171188.542422146,844153.9096681286,436806.7961838851,310443.0284794757,173482.45733787905,3945360.22,2352646.689450243,4990038.1671417905,412604.72617691586,688507.8986270914,141991.39508008098,794.27,64070.452424364565,0,144527.89746207267,28954.559875806386,0
23-24,Salem-Keizer SD 24J-Hoover Elementary School,2142,Salem-Keizer SD 24J,744,Hoover Elementary School,Regular,Elementary,Not Virtual,Public,390.79,7881058.314926706,20166.990749319855,3509.9230995274643,16657.067649792392,4266180.264603988,1424684.6007473324,1161828.2649520545,601773.1381273557,426592.04649597494,239000.59173601304,4400900.32,3241157.4031906934,5498640.232871661,487890.5870971162,1371642.8480643379,195616.47884354473,0,88267.57631403295,0,199110.92767450126,39889.664061511794,0
23-24,Salem-Keizer SD 24J-Gubser Elementary School,2142,Salem-Keizer SD 24J,745,Gubser Elementary School,Regular,Elementary,Not Virtual,Public,407.5,7036221.454247889,17266.801114718746,2017.2191738774088,15249.581940841337,3334402.671448925,1423354.434621505,1206126.7429828353,627504.6797177447,444832.9254768795,249220.14670903888,3407253.5100000002,3379747.7975388505,5087881.554479648,581080.1333971566,822016.8133550441,203980.94917665364,0,92041.8571303473,0,207624.81902648287,41595.32768255598,0
23-24,Salem-Keizer SD 24J-Kennedy Elementary School,2142,Salem-Keizer SD 24J,746,Kennedy Elementary School,Regular,Elementary,Not Virtual,Public,360.41,7201674.57242057,19981.894432509,2807.6669656020003,17174.227466907003,3806291.5807590354,1372327.9231831573,1069708.2048877145,554991.3168517114,398355.5467389501,220420.69466356983,3992063.93,2989189.947756999,5049489.204191191,653111.7531775932,1011911.251072617,180409.26108652208,4926.75,81405.65822907601,0,183632.0515959134,36788.64306765645,0
23-24,Salem-Keizer SD 24J-Keizer Elementary School,2142,Salem-Keizer SD 24J,747,Keizer Elementary School,Regular,Elementary,Not Virtual,Public,540.3685148514852,9860833.554237742,18248.34956742047,2351.560076718081,15896.789490702391,5163789.669196659,1669416.6763148126,1605645.6648283124,832107.4155618027,589874.1283361542,330480.2958238837,5048612.65,4481740.608413857,7134597.611775123,732503.2971929385,1270709.026240194,270490.50936094386,0,122052.81384465855,0,275322.49105189927,55157.80477198441,0
23-24,Salem-Keizer SD 24J-Liberty Elementary School,2142,Salem-Keizer SD 24J,749,Liberty Elementary School,Regular,Elementary,Not Virtual,Public,444.47,8424740.114858551,18954.575370347942,2038.1137975760553,16916.46157277189,4508551.302391911,1432568.27163097,1313996.2576924681,684434.3680837938,485189.91505940777,271830.37695157423,4466537.95,3686371.7879069764,6301758.717432809,622391.4232722312,905880.4396086293,222486.90179275398,0,100392.25580055329,0,226461.35782257878,45369.01912899548,0
23-24,Salem-Keizer SD 24J-McKinley Elementary School,2142,Salem-Keizer SD 24J,750,McKinley Elementary School,Regular,Elementary,Not Virtual,Public,278.5,5640408.572019723,20252.81354405646,2304.2687068046816,17948.54483725178,2851662.6840822715,1228708.784569544,827163.4271796801,428859.02650648315,304014.6496817447,170325.91621709772,3160242.75,2309839.905802625,4220171.30346646,405859.9983340077,641738.8348451038,139407.83888514858,0,62904.68027190607,0,141898.18919969443,28427.727017403293,0
23-24,Salem-Keizer SD 24J-Eyre Elementary School,2142,Salem-Keizer SD 24J,751,Eyre Elementary School,Regular,Elementary,Not Virtual,Public,495.74,9867521.237623187,19904.629922183376,2597.6107699134272,17307.01915226995,5245793.2453685645,1849423.787072552,1467762.7465337687,763384.4660693859,541156.992578916,303186.24669825507,5452737.02,4111597.970924932,7141052.322707585,775419.5566775618,1287739.5630768824,248150.95888302888,0,111972.58957987331,0,252583.8718630396,50602.37483521547,0
23-24,Salem-Keizer SD 24J-Morningside Elementary School,2142,Salem-Keizer SD 24J,753,Morningside Elementary School,Regular,Elementary,Not Virtual,Public,318.17,6575781.998211904,20667.511073362995,2090.9984703147998,18576.512603048195,3449200.8065980477,1340543.1090452129,948772.6694526348,489946.4145909075,347318.9985251012,194587.4210513249,3742337.2600000002,2638857.317160579,5022832.077487337,461939.267826683,665292.9833000598,159265.32171665248,0,71864.92682984687,0,162110.40164332776,32477.019407997148,0
23-24,Salem-Keizer SD 24J-Myers Elementary School,2142,Salem-Keizer SD 24J,754,Myers Elementary School,Regular,Elementary,Not Virtual,Public,360.29257425742577,7007357.48418589,19449.07551488751,2074.124868473325,17374.950646414185,3747862.4227361046,1237382.4293556942,1074001.524735529,554810.4942676998,393300.61309086275,220348.87905426486,3798792.57,2988216.0351316254,5237523.3912404645,540463.8087079755,747291.7881935989,180350.4816646127,0,81379.1353249743,0,183572.22215161638,36776.65690264849,0
23-24,Salem-Keizer SD 24J-Hayesville Elementary School,2142,Salem-Keizer SD 24J,755,Hayesville Elementary School,Regular,Elementary,Not Virtual,Public,439.43,8615552.24310638,19606.199492766493,2455.2722060382853,17150.92728672821,4819247.882122702,1338023.3736940562,1301919.4809076006,676673.3286094933,479688.1777725281,268747.9977137496,4702233.51,3644570.7353926306,6339166.375439735,609499.6859860431,1078920.2654994037,219964.04539066728,0,99253.87307678163,0,223893.4336805089,44854.56403324068,0
23-24,Salem-Keizer SD 24J-Pringle Elementary School,2142,Salem-Keizer SD 24J,756,Pringle Elementary School,Regular,Elementary,Not Virtual,Public,481.87613861386137,9156428.8929513,19001.623361742262,2150.1834660847358,16851.439895657528,4971733.375224451,1490637.6749894866,1425999.1814327734,742035.6614098517,526022.9998947394,294707.3422354152,4865108.5,3996613.0507158865,6787159.176581542,688387.9323704642,1036122.1059482811,241211.17089579426,0,108841.16491980481,0,245520.11306229042,49187.22917312474,0
23-24,Salem-Keizer SD 24J-Richmond Elementary School,2142,Salem-Keizer SD 24J,757,Richmond Elementary School,Regular,Elementary,Not Virtual,Public,274.05,6444091.621524256,23514.291631177726,2871.1117257403416,20643.179905437384,3737577.579638228,1164601.0728196895,820749.4826771681,422006.5214150869,299156.96497408306,167604.3710567168,4003555.02,2272932.2304675383,4635580.643373368,653873.4111864804,786828.1684391407,138305.46686346486,0,61899.560605083876,0,139630.8752250494,27973.495831667406,0
23-24,Salem-Keizer SD 24J-Salem Heights Elementary School,2142,Salem-Keizer SD 24J,759,Salem Heights Elementary School,Regular,Elementary,Not Virtual,Public,256.63455445544554,5362087.147251905,20893.862709290068,2281.4277634928535,18612.434945797213,2761067.7863317537,1160413.560344611,765271.1170542103,395188.6721425042,280146.0113788255,156953.3774527484,3076642.8,2128490.9697991563,4065960.0939121544,364602.81323717686,585493.1976062721,131111.72394932367,0,57965.94109422933,0,130757.55318958024,26195.82426316814,0
23-24,Salem-Keizer SD 24J-Schirle Elementary School,2142,Salem-Keizer SD 24J,760,Schirle Elementary School,Regular,Elementary,Not Virtual,Public,313.5330693069307,6915020.487120253,22055.155146492216,2071.091194757651,19984.063951734566,3908803.6348628625,1250222.5738499535,930930.9638309607,482806.05702175945,342257.25755471707,191751.552222843,4122869.67,2600399.2648974103,5381142.302831875,465009.2393480949,649355.5791069245,156944.22840612824,0,70817.58520438723,0,159747.84484335998,32003.70737948299,0
23-24,Salem-Keizer SD 24J-Sumpter Elementary School,2142,Salem-Keizer SD 24J,761,Sumpter Elementary School,Regular,Elementary,Not Virtual,Public,484.57,9094403.36145816,18767.986795423076,2018.774242163743,16749.212553259335,4905874.253898909,1478874.6680734789,1434506.8729847667,746183.908345589,528963.6581554147,296354.86255410785,4779092.94,4018955.5589040504,6800319.549957063,667482.259815117,978237.434525285,242559.62832522954,0,109449.62628135555,0,246892.65903230137,49462.20352180651,0
23-24,Salem-Keizer SD 24J-Swegle Elementary School,2142,Salem-Keizer SD 24J,762,Swegle Elementary School,Regular,Elementary,Not Virtual,Public,508.19,9497217.800582416,18688.32090474511,2846.677544935912,15841.643359809197,4809269.971509765,1844623.4598333808,1505150.234186864,782556.0814374494,555618.0536149581,310800.45731550053,4971560.82,4214856.523266916,6683853.812630951,685872.3282476099,1446653.0615609812,254383.01487627882,870.46,114784.66595109495,0,258927.2559044622,51873.201411038346,0
23-24,Salem-Keizer SD 24J-Washington Elementary School,2142,Salem-Keizer SD 24J,763,Washington Elementary School,Regular,Elementary,Not Virtual,Public,363.06,7704308.68586169,21220.483352232935,2690.2791164297896,18530.204235803147,4333050.780821219,1338273.9299555426,1077590.377681345,559072.0221308573,396321.57527272607,222041.3900961562,4471098.62,3011168.6757655335,5579993.58357247,661801.0005800532,976732.7360109994,181735.76296460335,0,82004.21263740832,0,184982.2498055334,37059.14029062276,0
23-24,Salem-Keizer SD 24J-Yoshikai Elementary School,2142,Salem-Keizer SD 24J,764,Yoshikai Elementary School,Regular,Elementary,Not Virtual,Public,480.61,9277156.427938597,19302.878483466007,2825.0280920010155,16477.850391464992,5065141.892258816,1509669.3211230468,1428925.7312252282,740085.9487586387,533333.5345728665,293932.99315295997,4997111.5600000005,3986111.8747856366,6475564.788391078,789869.6583759693,1357736.751296608,242804.3840093043,8692.67,108555.18271267784,0,244875.0043492465,49057.98880371346,0
23-24,Salem-Keizer SD 24J-Judson Middle School,2142,Salem-Keizer SD 24J,765,Judson Middle School,Regular,Junior High/Middle School,Not Virtual,Public,758.8368316831683,14399996.005135827,18976.40626272099,2230.5620842137746,16745.844178507214,7310337.602365315,2845374.7956841835,2247401.9609007933,1168524.3264377292,828357.3197478042,464091.84422159864,7642218,6293686.160914226,10399396.549554793,1292628.300013792,1692632.6648573852,379848.48391886434,0,171398.16256939285,0,386634.0118990122,77457.83232258643,0
23-24,Salem-Keizer SD 24J-Leslie Middle School,2142,Salem-Keizer SD 24J,766,Leslie Middle School,Regular,Junior High/Middle School,Not Virtual,Public,722.9812871287129,14360696.863757493,19863.1653673781,2073.083184676639,17790.082182701462,7164795.938577566,3151612.4342581285,2141760.829473623,1113310.775513192,789216.8859349821,442163.1961867671,7922228.36,5996305.307570725,10640357.89278492,1254175.549472627,1498800.3491824076,361900.39063919906,0,163299.485491572,0,368365.297913209,73797.89827355805,0
23-24,Salem-Keizer SD 24J-Parrish Middle School,2142,Salem-Keizer SD 24J,767,Parrish Middle School,Regular,Junior High/Middle School,Not Virtual,Public,664.922156862745,13313173.519693421,20022.15354427054,2123.8339844680577,17898.319559802483,6765835.905116508,2821780.8166286293,1974271.3908782443,1023906.1719739602,727379.2350960773,406655.2085482795,7391747.28,5514771.0311451405,9434420.301016081,1575349.5820018083,1412184.2737708986,332837.92070049205,1540.54,150185.69365586052,0,338783.6625406776,67871.5460076019,0
23-24,Salem-Keizer SD 24J-Waldo Middle School,2142,Salem-Keizer SD 24J,768,Waldo Middle School,Regular,Junior High/Middle School,Not Virtual,Public,1028.93,19801860.10840486,19245.099383247507,2047.3075293091251,17197.791853938383,10396423.452181945,3643595.6738152276,3054208.2655662056,1584437.767121421,1123194.949720063,629276.2835664573,10638782.84,8533800.984838404,14392687.658558147,1925907.8924955495,2106536.136132038,515048.14242045215,0,232403.99523221658,0,524248.8467261817,105027.43684027567,0
23-24,Salem-Keizer SD 24J-Walker Middle School,2142,Salem-Keizer SD 24J,769,Walker Middle School,Regular,Junior High/Middle School,Not Virtual,Public,580.4338613861386,10871758.866383605,18730.400808148363,2175.9064502864644,16554.4943578619,5192095.98143888,2431921.708019031,1720327.5403792404,893803.5933409636,633610.043205491,354983.58794980956,5702738.31,4814036.968433796,7677328.391843429,1154828.8569530535,1262969.7829547785,290545.8895210178,0,131102.35716151845,0,295736.1360175207,59247.45193228887,0
23-24,Salem-Keizer SD 24J-Whiteaker Middle School,2142,Salem-Keizer SD 24J,770,Whiteaker Middle School,Regular,Junior High/Middle School,Not Virtual,Public,717.2886274509804,13553398.598572208,18895.32062809465,2252.486336293726,16642.834291800926,6630051.48639636,2915151.8230499504,2120647.88055136,1104544.7127210016,783002.6958535342,438681.6612664011,7165625.75,5949091.187305806,9796842.899273477,1181126.6842191666,1615682.8325122138,359050.8345056934,0,162013.6867952541,0,365464.8379491143,73216.82331728675,0
23-24,Salem-Keizer SD 24J-McKay High School,2142,Salem-Keizer SD 24J,771,McKay High School,Regular,High School,Supplemental Virtual,Public,2195.07900990099,40744033.8616493,18561.534085047388,2102.472998681449,16459.06108636594,19190001.07038109,9139604.855039384,6636144.591651607,3382103.178621018,2396180.1659561954,1342473.405853881,21195883.28,18205677.175795414,28723224.40788135,4468656.54974388,4615094.348289241,1098783.5581775534,0,495801.5917033893,0,1118411.9808086485,224061.42504523246,0
23-24,Salem-Keizer SD 24J-McNary High School,2142,Salem-Keizer SD 24J,772,McNary High School,Regular,High School,Supplemental Virtual,Public,1947.17,36122726.65239549,18551.39851805209,2111.234217587817,16440.164300464272,16986521.592181604,8143724.323654861,5868496.405990153,2998425.244677303,2125559.0858915723,1190856.4247053724,18782315.58,16149554.64769012,25638842.171677146,3767601.0871124947,4110931.9314604695,974688.5516768213,0,439806.4857631862,0,992100.1689909121,198756.25571446022,0
23-24,Salem-Keizer SD 24J-North Salem High School,2142,Salem-Keizer SD 24J,773,North Salem High School,Regular,High School,Supplemental Virtual,Public,2046.739108910891,41138332.52724199,20099.451047834074,2166.921056718082,17932.529991115993,20692069.41608089,8871582.923689073,6169585.375674035,3170844.638780149,2234250.1730178483,1251751.21717276,22911214.45,16975366.860069234,29705664.855903342,4256673.4255122375,4435122.072707414,1026824.836570851,0,462296.1193753879,0,1042831.5020418371,208919.71513092308,0
23-24,Salem-Keizer SD 24J-Sprague High School,2142,Salem-Keizer SD 24J,774,Sprague High School,Regular,High School,Supplemental Virtual,Public,1672.81,31281213.68360076,18699.800744615804,2128.1416777702193,16571.659066845586,14454530.56117761,7358558.004533496,5063199.039740899,2575941.3577389945,1828984.720409764,1023062.462862202,16384099.9,13874051.320738561,21971715.819847856,3508347.756192141,3559976.6799908,837353.0591219581,2921,377836.90558580676,0,852311.346050775,170751.11681142694,0
23-24,Salem-Keizer SD 24J-South Salem High School,2142,Salem-Keizer SD 24J,775,South Salem High School,Regular,High School,Supplemental Virtual,Public,2190.91,40570660.872410156,18517.7213451991,2079.6250868707857,16438.096258328314,19399240.224089727,8796864.243881721,6609169.453280548,3373757.7370316656,2391629.2141265036,1339923.7095123935,21059637.169999998,18171099.99289777,28619307.52473106,4463601.609480649,4556271.3990760725,1096696.6904555145,0,494859.93915447657,0,1116287.833750458,223635.87576193552,0
23-24,Salem-Keizer SD 24J-Chapman Hill Elementary School,2142,Salem-Keizer SD 24J,1244,Chapman Hill Elementary School,Regular,Elementary,Not Virtual,Public,352.13,7593527.445970574,21564.55697035349,2119.8319209432493,19444.72504941024,4358532.104602478,1262936.8022867988,1045427.2730268607,542241.0377153605,384390.2283390763,215356.78591571498,4457653.87,2920516.7900548596,5815696.180916856,560218.0383502841,746456.4143217463,176264.56842595103,0,79535.45804002255,0,179413.31907679857,35943.466838916414,0
