School Yr,Location,District ID,District Name,School ID,School Name,School Type,Grade Band,Virtual Status,Governance,ADM,Total Expenditures,Per Pupil Exp,Fed Per Pupil Exp,State/Local Per Pupil Exp,Direct Classroom Expenditures,Classroom Support,Building Support,Central Support,Other Expenditures,ESD Direct Support,School Expenditures,District Expenditures,General Fund,Special State and Local Revenue Funds,Special Federal Revenue Funds,Special Revenue Funds,Trust and Agency Funds,Internal Service Funds,Enterprise Funds,ESD General Fund,ESD Special Revenue Funds,ESD Internal
23-24,Oregon Trail SD 46-Cedar Ridge Middle School,1926,Oregon Trail SD 46,102,Cedar Ridge Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,438.58,8250813.488709601,18812.562106593097,910.4431998243269,17902.11890676877,4399145.748342489,1671231.5132435972,1543258.4163154175,284403.7689964759,352774.0418116201,382526.49141115276,5778860.71,2089426.2872984472,6192164.400868402,1011293.5540970168,399302.1785789533,214045.60105021388,4448.884670109115,47032.37803375233,0,268218.4329429169,114308.05846823587,0
23-24,Oregon Trail SD 46-Sandy High School,1926,Oregon Trail SD 46,141,Sandy High School,Regular,High School,Supplemental Virtual,Public,1389.18,23595935.103309322,16985.51311083468,699.9968809069778,16285.516229927702,10470055.417683933,6467182.211001734,4640353.048852779,900834.574797128,1117509.8509737484,1211633.34246556,15766149.52,6618152.240843762,17667864.998440344,2898479.663232007,972421.6670183556,682471.132543062,14091.61750654882,148972.68210344308,0,849568.3402700564,362065.0021955035,0
23-24,Oregon Trail SD 46-Welches Middle School,1926,Oregon Trail SD 46,2392,Welches Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,75.93,1772084.9151854166,23338.40267595702,2611.684306341374,20726.718369615646,763723.7600422846,440395.8324414847,457259.29746871645,49237.94559693195,61468.07963599872,66225.62928735654,1344123.37,361735.9158980599,1269453.3826383732,107999.80091975577,198305.18938050052,121188.12104665682,770.2216539773477,8142.570258796149,0,46435.82838559825,19789.800901758288,0
23-24,Oregon Trail SD 46-Oregon Trail Academy,1926,Oregon Trail SD 46,4820,Oregon Trail Academy,Charter,Elementary,Not Virtual,Public,236.96,1335569.1788112246,5636.264258994027,234.50927670881782,5401.754982285209,161215.34447543486,335902.8069766127,494190.79194240813,153660.26061700244,190599.97479976632,206674.8994591335,0,1128894.279352091,843970.3258210053,138201.92183781543,55569.318208921475,63337.94762565253,2403.6839605751657,25411.081898121105,0,144915.49972673992,61759.39973239358,0
23-24,Colton SD 53-Colton Elementary School,1927,Colton SD 53,103,Colton Elementary School,Regular,Elementary,Not Virtual,Public,194.23,3838086.633507012,19760.52429339964,1046.816086164768,18713.708207234875,2069838.9397189855,715369.3570625174,716685.9624317959,206476.39665154897,129715.97764216438,188455.4114568797,2058787.7,1590843.5220501325,2842802.9358365894,525625.7371171155,203323.08841578287,77879.4606806447,0,0,0,171790.62111010324,16664.790346776444,0
23-24,Colton SD 53-Colton High School,1927,Colton SD 53,104,Colton High School,Regular,High School,Not Virtual,Public,157.69356435643564,3498490.635310845,22185.373573034263,573.8787680616872,21611.494804972575,1800974.805098435,834110.8985436868,575333.4112453663,167636.3020308705,120435.21839248632,153005.22862016177,2053894.07,1291591.336690683,2721944.204153214,469814.5907350149,90496.98844412767,63229.623358326455,0,0,0,139475.23742912075,13529.991191041028,0
23-24,Colton SD 53-Colton Middle School,1927,Colton SD 53,1248,Colton Middle School,Regular,Junior High/Middle School,Not Virtual,Public,106.83,2119050.916170283,19835.728879250055,519.698751046609,19316.030128203445,1026226.5365714834,523232.7155330729,384679.8000601801,113565.73883686855,71346.12516867848,103653.87224392968,1140404.44,874992.6039263537,1758405.5736735975,158636.94592607452,55519.41757430924,42835.10675237231,0,0,0,94487.93725579124,9165.934988138431,0
23-24,Colton SD 53-Colton Virtual Academy,1927,Colton SD 53,5720,Colton Virtual Academy,Regular,Combined,Focus Virtual,Public,114.52643564356435,1913775.2550118598,16710.33630146335,519.698751046609,16190.63755041674,389598.68861109635,215625.82886072295,399508.2162626578,121747.44248071201,787295.0787966709,111121.48767902887,864623.4,938030.367332831,1464038.8363365992,233174.5762217951,59519.24556578024,45921.109208656526,0,0,0,101295.20420498477,9826.283474044098,0
23-24,Oregon City SD 62-Beavercreek Elementary School,1928,Oregon City SD 62,105,Beavercreek Elementary School,Regular,Elementary,Not Virtual,Public,455.18,7725056.845516976,16971.43293975345,0,16971.43293975345,4287844.64297277,1453610.7465003487,1230106.5018644365,261848.23889417737,491646.71528524393,258136.95543899783,4993475.31,2473444.580077979,5838334.515845688,1272280.2143835616,0,231381.6495269927,101834.91405577099,23088.596265965458,0,245526.5785174232,12610.376921574645,0
23-24,Oregon City SD 62-Candy Lane Elementary School,1928,Oregon City SD 62,106,Candy Lane Elementary School,Regular,Elementary,Not Virtual,Public,385.24,6877864.062829562,17853.45255640526,0,17853.45255640526,3956781.4528288366,1173116.0682701224,1110248.7242779902,221614.3405940351,416103.4768585777,218473.30883017604,4565999.59,2093391.1639993861,5271888.953996206,1033368.5549315069,0,248404.66930747984,86187.62311798678,19540.952646207068,0,207800.56045531904,10672.748374857016,0
23-24,Oregon City SD 62-Holcomb Elementary School,1928,Oregon City SD 62,107,Holcomb Elementary School,Regular,Elementary,Not Virtual,Public,546.2714482624733,8882115.223290324,16259.526745433403,0,16259.526745433403,4907648.681754961,1573559.6400661408,1496621.1686205503,314249.78401006275,590035.948838609,309795.79176968866,5603884.63,2968434.801520635,6627791.888352417,1383529.2876368733,0,411074.8254476698,122214.30200125338,27709.128082421204,0,294661.80331658386,15133.988453104817,0
23-24,Oregon City SD 62-Gaffney Lane Elementary School,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Regular,Elementary,Not Virtual,Public,422.010297029703,8343925.539990711,19771.852958847183,0,19771.852958847183,5069212.169434151,1374687.0218727316,1201439.7907866447,242766.93411932955,455819.6237778541,239326.09789348103,5811398.7700000005,2293200.6720972294,6207477.499969191,1471446.595692391,0,309855.2144068475,94414.03912445669,21406.092904343284,0,227634.6595386978,11691.438354783224,0
23-24,Oregon City SD 62-John McLoughlin Elementary School,1928,Oregon City SD 62,114,John McLoughlin Elementary School,Regular,Elementary,Not Virtual,Public,621.66,9634676.819834974,15498.305858242406,0,15498.305858242406,5408693.40499682,1652385.4398084423,1544515.6928222803,357618.0328462461,671464.2493611862,352549.36446725996,5904031.85,3378095.6053677145,7420427.758000419,1257766.5173972603,0,433319.4679734397,139080.56740610438,31533.144590491866,0,335326.799949781,17222.564517479004,0
23-24,Oregon City SD 62-Gardiner Middle School,1928,Oregon City SD 62,115,Gardiner Middle School,Regular,Junior High/Middle School,Not Virtual,Public,678.7274257425743,12247861.573461017,18045.33176195292,0,18045.33176195292,6629095.3672229145,2356856.2839726284,2137188.5994511642,390446.81471038185,734274.5081039281,384912.85041991435,8174749.17,3688199.553041103,9895503.351957511,1195268.07189882,0,584730.632517084,151847.9482134315,35598.718454256225,0,366109.28113825887,18803.569281655447,0
23-24,Oregon City SD 62-Tumwata Middle School,1928,Oregon City SD 62,116,Tumwata Middle School,Regular,Junior High/Middle School,Not Virtual,Public,643.816953541508,11366873.70450102,17655.443277742415,0,17655.443277742415,5908078.978218448,2411976.465967446,1980557.844855982,370364.1097039815,695896.3057551627,365114.7859027541,7503262.6,3498496.3185982667,9569402.64189231,928390.1478230341,0,327271.4721733762,144037.62057108787,32657.036138458898,0,347278.3817271349,17836.40417561916,0
23-24,Oregon City SD 62-Oregon City Senior High School,1928,Oregon City SD 62,118,Oregon City Senior High School,Regular,High School,Supplemental Virtual,Public,1907.1740594059406,33279730.127041664,17449.76026855559,0,17449.76026855559,16212550.043111844,7726777.713189902,6070533.4368042,1097126.7821962843,2172742.1517394334,1081576.7502686495,21834584.37,10363569.006773014,26097680.057143178,4246793.393275464,0,1314085.1901499128,426681.5467046,112913.1894998598,0,1028740.1059869181,52836.6442817314,0
23-24,Oregon City SD 62-Redland Elementary School,1928,Oregon City SD 62,139,Redland Elementary School,Regular,Elementary,Not Virtual,Public,489.8249504950495,8497259.711678445,17347.543654300483,0,17347.543654300483,4995684.912480529,1414724.39434106,1276004.9621106784,281778.1990719195,529067.243674257,277784.44004316954,5557770.3,2661704.971635275,6842994.218305193,988562.8878868845,0,253486.39722180695,109585.83798944515,24845.930231944978,0,264214.254069853,13570.185973316522,0
23-24,Oregon City SD 62-Oregon City Service Learning Academy,1928,Oregon City SD 62,2735,Oregon City Service Learning Academy,Charter,High School,Supplemental Virtual,Public,99.58594059405941,597625.3713340288,6001.101839968753,0,6001.101839968753,105379.75229049321,143020.78604213757,184372.4586773166,57288.11275358017,107564.26157050121,56476.14462296102,0,541149.2267110677,404382.4833038825,58813.00097111081,0,50622.52120996214,22279.813923193364,5051.407302918973,0,53717.20036578665,2758.944257174371,0
23-24,Oregon City SD 62-Springwater Environmental Sciences School,1928,Oregon City SD 62,4480,Springwater Environmental Sciences School,Charter,Elementary,Not Virtual,Public,199.1585517375267,1195170.7512775834,6001.101839968753,0,6001.101839968753,210745.39963611984,286022.42893525405,368720.23933719593,114568.55756664676,215114.1258023668,112944.72998630271,0,1082226.0212912806,808710.8405303351,117618.12989737329,0,101238.26666030107,44556.645721830595,10102.138481440634,0,107427.21075310896,5517.5192331937615,0
23-24,Oregon City SD 62-Alliance Charter Academy,1928,Oregon City SD 62,4585,Alliance Charter Academy,Charter,Combined,Not Virtual,Public,367.10552170601676,2203037.621772666,6001.101839968753,0,6001.101839968753,388463.35849299625,527220.207607654,679655.6544749337,211182.24514927872,396516.156047803,208189.07179145855,0,1994848.5499812074,1490682.7371061845,216803.4692025999,0,186610.7499512399,82130.49618245791,18621.09753872499,0,198018.72380010528,10170.347991353252,0
23-24,Oregon City SD 62-Clackamas Academy of Industrial Sciences,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Charter,High School,Supplemental Virtual,Public,352.8448514851485,5811481.037471026,16470.358042664073,0,16470.358042664073,422448.9365591153,631270.1334261318,727022.0659166266,202978.60838407598,3827761.293185076,200101.7085651865,3694023.15,1917356.1789058393,1604004.2835974847,283039.47900311946,0,180849.4934538873,3525588.3349883812,17897.737862966602,0,190326.44038102913,9775.268184157365,0
23-24,Canby SD 86-Carus School,1929,Canby SD 86,92,Carus School,Regular,Elementary,Not Virtual,Public,355.59,6352961.852390383,17865.974443573734,631.4006219231459,17234.57382165059,3356847.133176103,1239452.661194866,1219544.613914913,172556.1329083328,364561.3111961691,387031.0261254805,4512887.49,1453043.3362649032,4957397.75346016,601569.6834523422,224519.74714965143,176069.90812170174,7.346507264316894,6366.387573783309,0,208709.44921493257,178321.5769105479,0
23-24,Canby SD 86-William Knight Elementary School,1929,Canby SD 86,122,William Knight Elementary School,Regular,Elementary,Not Virtual,Public,309.77,6578431.9389599515,21236.50430629161,1103.8048813106518,20132.699424980958,3721931.4470560513,1372774.5079381694,1020122.5538727822,150321.19376533155,313282.23632761696,337159.65286675695,4975462.69,1265809.5960931946,5172922.538177828,574660.4096929949,341925.63808360056,149953.29438921102,6.399863762387706,1804.0058857978443,0,181815.92869121648,155343.72417554047,0
23-24,Canby SD 86-Howard Eccles Elementary School,1929,Canby SD 86,124,Howard Eccles Elementary School,Regular,Elementary,Not Virtual,Public,400.31,7082204.747191976,17691.800722420063,700.5017247616743,16991.29899765839,3954321.916573935,1352664.5153773078,1174133.3565400569,194257.2782264257,406827.68047424976,435705.1381318123,5010717.45,1635782.1590601634,5224569.179929516,970747.3545330496,280417.8454393458,166594.89553586554,8.270424710983706,4162.06319767484,0,234957.33742577033,200747.80070604192,0
23-24,Canby SD 86-Ninety-One School,1929,Canby SD 86,127,Ninety-One School,Regular,Elementary,Not Virtual,Public,430.12,7379932.5280335555,17157.84555015706,620.9103703120236,16536.935179845037,3972183.1553460597,1381240.9452896195,1381028.7385404045,208723.09088144242,436756.5979760294,468150.9180716322,5154187.19,1757594.419961923,5674859.808761169,774876.024124192,267065.9684786076,190712.12476252526,8.88630080859412,4258.797534620424,0,252453.97310477463,215696.94496685758,0
23-24,Canby SD 86-Canby High School,1929,Canby SD 86,140,Canby High School,Regular,High School,Not Virtual,Public,1345.91,22816814.504857115,16952.704493507823,404.8144412641464,16547.890052243678,9782559.288510218,6309190.684118738,4436691.725179057,653125.8608021997,1635246.9462469025,1464914.4474606866,15852123.47,5499776.587396429,17328834.0113388,2765412.922643893,544843.8046418274,430457.50336308556,86127.80656821653,196224.0088406049,0,789966.3511146824,674948.096346004,0
23-24,Canby SD 86-Cecile Trost Elementary School,1929,Canby SD 86,1307,Cecile Trost Elementary School,Regular,Elementary,Not Virtual,Public,438.89,7899333.475828948,17998.4357716716,739.7662336910162,17258.669537980582,4423072.455685929,1439187.0819998167,1377272.5001285644,212978.88346730274,446822.5545473345,477696.3555111565,5628205.95,1793431.1703177914,5994012.419933715,899159.1753893485,324676.0023046501,198332.78386409537,9.067489449185977,5447.671336532962,0,257601.42345381412,220094.9320573424,0
23-24,Canby SD 86-Baker Prairie Middle School,1929,Canby SD 86,4434,Baker Prairie Middle School,Regular,Junior High/Middle School,Not Virtual,Public,559.03,9150988.746255228,16369.405481378868,389.04412286637404,15980.361358512493,4327255.863910787,2075036.8881643636,1898277.4805620345,271278.8744895675,579139.6391284751,608459.052658757,6258171.82,2284357.8735964703,7181500.745198215,770607.9286728053,217487.33600598905,355830.45412209263,11.549587884842301,17091.680009483065,0,328116.2107894591,280342.84186929784,0
23-24,Canby SD 86-Philander Lee Elementary School,1929,Canby SD 86,4435,Philander Lee Elementary School,Regular,Elementary,Not Virtual,Public,304.61,6509251.806482845,21369.133667584272,1134.1012701366603,20235.032397447612,3803482.339740917,1244324.6159171185,1001050.0212621887,147817.2154593978,312577.6141032231,331543.40917371865,4932984.05,1244724.3473091263,4723264.523200595,955841.3014913747,345458.5878963281,147377.7358414229,6.2932579031569205,5759.955621502668,0,178787.32620535058,152756.08296836808,0
23-24,Estacada SD 108-Clackamas River Elementary School,1930,Estacada SD 108,131,Clackamas River Elementary School,Regular,Elementary,Supplemental Virtual,Public,442.316213592233,6606219.57835568,14935.513045528758,449.76419648723976,14485.748849041518,3359399.4074324747,1236841.8445074416,1175429.665081837,351481.9784702111,483066.682863716,179036.58152417294,4002704.64,2424478.3568315073,5365212.432837144,624861.5544193084,198937.996399589,238171.01317546633,0,0,0,168338.31548732732,10698.266036845627,0
23-24,Estacada SD 108-River Mill Elementary School,1930,Estacada SD 108,132,River Mill Elementary School,Regular,Elementary,Supplemental Virtual,Public,501.8109949053158,7394238.930813893,14735.107452575994,418.62933952435947,14316.478113051635,3646315.0482679573,1467537.9024059137,1331030.1274752277,395566.0208954995,553789.831769295,203118.317480256,4440532.1,2750588.5133336373,6212483.772396571,528428.1738717003,210072.80536327406,240135.86170209202,0,0,0,190981.0560398232,12137.261440432814,0
23-24,Estacada SD 108-Estacada Middle School,1930,Estacada SD 108,134,Estacada Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,430.5387562976743,6598395.884245932,15325.904550353196,346.8529131658042,14979.051637187393,3162348.2973630372,1329464.6563235095,1296994.9980263545,339383.7608163657,470204.1717166648,174269.41353831065,4064204.17,2359922.300707621,5395185.651414231,566020.9637815579,149333.62185263055,313586.23365920095,0,0,0,163856.00789659162,10413.405641719046,0
23-24,Estacada SD 108-Estacada High School,1930,Estacada SD 108,135,Estacada High School,Regular,High School,Supplemental Virtual,Public,521.953926280692,9892799.484127922,18953.396048998882,339.47018356001485,18613.92586543887,4574888.244584193,2404023.631734443,1789892.243404964,411444.2286155837,712551.1357887388,211271.58309544777,6820529.46,2860998.441032475,7840968.914900182,1290526.3667828979,177187.795164377,372844.8241850184,0,0,0,198647.126223345,12624.456872102795,0
23-24,Estacada SD 108-Summit Learning Charter,1930,Estacada SD 108,4670,Summit Learning Charter,Charter,Combined,Focus Virtual,Public,1299.860108924085,7651099.162456572,5886.094288091901,298.6794567774552,5587.414831314446,1904210.642352337,1363456.7350286925,1939166.216011617,1024649.7112023401,1419615.8578615854,526145.1043618127,0,7124954.0580947595,5854325.328451873,723833.0111445355,388241.51122012944,158554.20727822228,0,0,0,494705.49435291294,31439.61000889972,0
23-24,Gladstone SD 115-John Wetten Elementary School,1931,Gladstone SD 115,136,John Wetten Elementary School,Regular,Elementary,Not Virtual,Public,588.63,10869136.605278712,18465.14211861222,871.6534930654847,17593.488625546735,5827618.818708266,1908281.7732683101,1944416.684898809,734584.0551130172,454235.2732903095,402124.14686190605,5626870.99,4840141.468416806,8360705.903719234,1092009.6827297697,513081.39562313625,495462.3953458548,5753.080998811015,0,0,384391.9286926887,17732.21816921737,0
23-24,Gladstone SD 115-Walter L Kraxberger Middle School,1931,Gladstone SD 115,137,Walter L Kraxberger Middle School,Regular,Junior High/Middle School,Not Virtual,Public,340.8,7388885.2697108295,21681.001378259476,625.4437303373139,21055.557647922164,3921015.5884555276,1475509.8537734062,1296666.4400525189,426704.1053042085,268989.2821251677,232818.4245630321,4353762.83,2802304.015147797,5668035.690278299,960824.0820987811,213151.2232989566,310724.9794780547,3330.8699937053734,0,0,222551.97543188135,10266.449131150772,0
23-24,Gladstone SD 115-Gladstone High School,1931,Gladstone SD 115,138,Gladstone High School,Regular,High School,Not Virtual,Public,541.19,11616145.361910515,21464.07982762156,586.9021453280964,20877.177682293466,4877980.809254246,3419373.453407364,2223108.5380699025,678055.8898371027,417626.67134189996,369715.38494503335,6796374.49,4450055.486965481,8752101.800377678,1349433.9888249396,317625.5720301125,821979.1980922195,5289.41764053231,0,0,353412.2757745888,16303.109170444504,0
23-24,Gladstone SD 115-Gladstone Center for Children and Families,1931,Gladstone SD 115,4719,Gladstone Center for Children and Families,Regular,Elementary,Not Virtual,Public,102.15,909735.2030999449,8905.875703376845,293.5215765814455,8612.354126795399,284266.3735819605,166173.73955091974,253784.90697876996,126682.84974567166,78827.3332426229,69784.04363002855,0,839951.1594699163,652989.8556247894,79101.87634650967,29983.22904779466,76877.81708387114,998.3813669513027,0,0,66706.8201008412,3077.2235291873576,0
23-24,Astoria SD 1-Astor Elementary School,1933,Astoria SD 1,143,Astor Elementary School,Regular,Elementary,Supplemental Virtual,Public,330.72,6424703.597209421,19426.41387641939,3379.4017169423887,16047.012159476999,4088008.1613125456,979608.2228746801,1056117.9696981877,216027.82141919734,84941.42190481036,105203.23557997188,4736078.22,1583422.141629449,4370992.571368161,655965.2772631705,1117635.7358271868,174906.77717093108,0,0,0,105203.23557997188,0,0
23-24,Astoria SD 1-Astoria Middle School,1933,Astoria SD 1,144,Astoria Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,422.18,6920042.97003832,16391.214576811595,676.9081920246233,15714.306384786973,3622031.144955039,1548336.7703157729,1365473.3277884035,275769.91305865,108431.81392045486,134296.99442777128,4764431.39,2021314.5856105487,5535259.133415003,703497.4770052168,285777.1005089555,261212.26468137297,0,0,0,134296.99442777128,0,0
23-24,Astoria SD 1-Astoria Senior High School,1933,Astoria SD 1,146,Astoria Senior High School,Regular,High School,Supplemental Virtual,Public,629.84,11171861.000974786,17737.617491703902,408.726719910406,17328.890771793496,5284172.966459524,3026186.18114474,2287993.398549548,411741.6878503485,161766.76697062698,200354.39615895462,7955956.89,3015549.714815832,7937600.393183727,2465456.070440963,257432.43726837015,311017.70392277214,0,0,0,200354.39615895462,0,0
23-24,Astoria SD 1-Lewis & Clark Elementary School,1933,Astoria SD 1,147,Lewis & Clark Elementary School,Regular,Elementary,Supplemental Virtual,Public,386.57,6511010.121777473,16843.030037968474,1573.6101259680977,15269.419912000376,3850291.8072728915,1142870.2356648073,1166052.9639638616,252509.29767180426,99285.81720410782,122969.32383330226,4537219.87,1850820.9279441705,4852467.402033109,727950.69529065,608310.4663954875,199312.23422492383,0,0,0,122969.32383330226,0,0
23-24,Jewell SD 8-Jewell School,1934,Jewell SD 8,3352,Jewell School,Regular,Combined,Supplemental Virtual,Public,104.87,15186195.42,144809.72079717746,2962.4866978163436,141847.2340993611,2796018.01,1140264.62,1571624.18,844660.0700000001,8833628.540000001,61995.29,15124200.13,0,9811841.77,4726346.91,310675.98,275335.47,0,0,0,61995.29,0,0
23-24,Seaside SD 10-Seaside Middle School,1935,Seaside SD 10,150,Seaside Middle School,Regular,Junior High/Middle School,Not Virtual,Public,357.89,6100095.901657542,17044.61119801487,759.4943158552456,16285.116882159626,3258779.948667088,1382705.3988207546,1010935.3665906438,266588.8568333009,181086.33074575537,137555.85737558006,4509363.72,1453176.3242819628,5047167.740838706,509695.3207725707,271815.42070143385,133861.56196925277,0,0,0,137555.85737558006,0,0
23-24,Seaside SD 10-Pacific Ridge Elementary School,1935,Seaside SD 10,152,Pacific Ridge Elementary School,Regular,Elementary,Not Virtual,Public,596.9207920792079,12528525.878261775,20988.59018567963,2167.571144024586,18821.019041655043,7770284.441830306,2275258.1079618908,1736310.8101988863,444640.62024763064,302031.8980230622,229427.90058332396,9875361.18,2423736.797678452,9788839.49982686,885535.7867756179,1293868.2841791906,330854.4068967837,0,0,0,229427.90058332396,0,0
23-24,Seaside SD 10-Seaside High School,1935,Seaside SD 10,154,Seaside High School,Regular,High School,Not Virtual,Public,451.48,8503680.18214772,18835.120453060426,1273.2584941922153,17561.861958868212,4390333.930850029,2150608.179245283,1397993.6151293523,336303.15762692085,228441.2992961347,173527.3924611665,6496963.69,1833189.0996865535,6695116.003253119,882183.3421716176,574850.7449579014,178002.69930391532,0,0,0,173527.3924611665,0,0
23-24,Seaside SD 10-The Cannon Beach Academy,1935,Seaside SD 10,5385,The Cannon Beach Academy,Charter,Elementary,Not Virtual,Public,33.18920792079208,147517.78793296093,4444.751688109594,363.62212048795396,4081.1295676216405,3557.008652576549,41760.63397207174,60684.63808111744,24722.325292147576,16793.18193504764,12756.349579929441,0,134761.4383530315,108714.96608131526,5084.850280194003,12068.330161474014,8893.291830048227,0,0,0,12756.349579929441,0,0
23-24,Warrenton-Hammond SD 30-Warrenton Grade School,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,Regular,Elementary,Not Virtual,Public,414.2,7176526.697007584,17326.23538630513,0,17326.23538630513,4347555.975182233,1045853.4257467772,1341595.7870069605,306852.7479258789,134668.7611457347,138171.0573803752,4835752.13,2202603.5096272095,5190332.666472693,632725.7770528441,0,1215297.196101672,0,0,0,138171.0573803752,0,0
23-24,Warrenton-Hammond SD 30-Warrenton High School,1936,Warrenton-Hammond SD 30,157,Warrenton High School,Regular,High School,Supplemental Virtual,Public,281.37,5344362.789548344,18994.074668757665,0,18994.074668757665,2494414.2724406687,1507300.2984943765,1032398.2076102088,208447.9905453997,101802.02045769042,93860.91360481932,3754252.36,1496249.515943525,3978666.8955560643,401954.8400631548,0,869880.1403243057,0,0,0,93860.91360481932,0,0
23-24,Warrenton-Hammond SD 30-Warrenton Middle School,1936,Warrenton-Hammond SD 30,5664,Warrenton Middle School,Regular,Junior High/Middle School,Not Virtual,Public,243.17,3925466.316323598,16142.888992571445,0,16142.888992571445,2107817.215936658,720576.0875394588,837863.0047331786,180148.19583084492,79061.812283458,81117.95273584218,2551236.11,1293112.2535877558,3334459.140265729,211212.15162902,0,298677.07169300714,0,0,0,81117.95273584218,0,0
23-24,Warrenton-Hammond SD 30-Warrior Academy,1936,Warrenton-Hammond SD 30,5722,Warrior Academy,Alternative,Combined,Supplemental Virtual,Public,22.39,126532.93712047278,5651.314744103295,0,5651.314744103295,27963.5664404399,21205.288219387596,53497.19064965197,16587.23569787646,7279.656113116853,7468.976278963303,0,119063.96084150947,90248.23770551331,3322.921254981116,0,25492.801881015057,0,0,0,7468.976278963303,0,0
23-24,Scappoose SD 1J-Grant Watts Elementary School,1944,Scappoose SD 1J,158,Grant Watts Elementary School,Regular,Elementary,Not Virtual,Public,349.64,5377513.406321617,15380.143594330217,496.9226614277835,14883.220932902434,3117877.759100111,840998.549833387,1085052.374332294,299215.2795555197,34369.44350030456,151247.54092479125,3548969.25,1677296.6153968251,4549733.033227274,380670.79868966993,173744.03934161022,122117.99413827079,0,0,0,151247.54092479125,0,0
23-24,Scappoose SD 1J-Otto Petersen Elementary School,1944,Scappoose SD 1J,159,Otto Petersen Elementary School,Regular,Elementary,Not Virtual,Public,389.92,5667642.781382349,14535.3990084693,448.3662078779525,14087.032800591347,2910317.9298910745,1032345.6233881543,1352856.7867179045,333793.493296786,38328.948088430254,168671.89439822276,3628442.64,1870528.246984127,4351348.272930955,756175.6201300656,174826.95177577125,216620.04214733597,0,0,0,168671.89439822276,0,0
23-24,Scappoose SD 1J-Warren Elementary School,1944,Scappoose SD 1J,160,Warren Elementary School,Regular,Elementary,Not Virtual,Public,165.49,2829272.077301408,17096.33257176511,540.2440559639997,16556.08851580111,1562870.6915987225,528706.7044160486,579745.8701786161,141681.22386152315,16267.587246497544,71587.7918649002,1963793.95,793890.3354365078,2040865.6853863448,553685.635068795,89404.98882148231,73727.9761598857,0,0,0,71587.7918649002,0,0
23-24,Scappoose SD 1J-Scappoose Middle School,1944,Scappoose SD 1J,161,Scappoose Middle School,Regular,Junior High/Middle School,Not Virtual,Public,307.23,5258287.046241535,17115.148410772174,884.1633658091314,16230.985044963043,2709217.501268811,1086772.0442832957,1168734.253856283,263362.6858944695,30200.56093867569,132901.79040820163,3651538.33,1473846.925833333,4175595.1067964635,548885.4882505643,271641.51087753946,129263.14990876598,0,0,0,132901.79040820163,0,0
23-24,Scappoose SD 1J-Scappoose High School,1944,Scappoose SD 1J,162,Scappoose High School,Regular,High School,Not Virtual,Public,692.61,12695066.616080295,18329.31464472112,215.0638638073739,18114.250780913746,6428670.786904897,3087518.9151555947,2506140.6103251637,593281.1544796033,79455.14921503815,299609.76810410613,9072861.01,3322595.83797619,9894549.803792594,2089203.0515946469,148955.38271162525,262748.6098773245,0,0,0,299609.76810410613,0,0
23-24,Scappoose SD 1J-Sauvie Island School,1944,Scappoose SD 1J,958,Sauvie Island School,Charter,Elementary,Not Virtual,Public,213.66,1607383.804053531,7523.0918471100395,302.10762492316536,7220.984222186874,442956.0901588197,215070.5567703966,746007.2157723315,182347.26631973553,21002.67503224766,92425.20762495967,489986.64,1024971.9564285713,1184605.5914172847,220272.41772976454,64548.31514108351,45532.27214043856,0,0,0,92425.20762495967,0,0
23-24,Scappoose SD 1J-South Columbia Family School,1944,Scappoose SD 1J,4221,South Columbia Family School,Charter,Elementary,Not Virtual,Public,58.86,307825.5034924218,5229.791088896055,215.06386380737393,5014.727225088681,66856.588072396,59248.58640599806,125700.5894840374,50233.82989600128,5785.909633989035,25461.704206707513,0,282363.7992857143,197530.4771638181,59631.23176717188,12658.65902370203,12543.43133102225,0,0,0,25461.704206707513,0,0
23-24,Scappoose SD 1J-Scappoose Online Academy,1944,Scappoose SD 1J,5668,Scappoose Online Academy,Regular,Combined,NA,Public,55.31,289259.7451268408,5229.791088896054,215.06386380737396,5014.72722508868,62824.29300516858,55675.14974712458,118119.25933336916,47204.09669636139,5436.9463448170845,23926.04246811064,0,265333.70265873015,185616.89928526638,56034.71676932172,11895.182307185854,11786.904296956178,0,0,0,23926.04246811064,0,0
23-24,Clatskanie SD 6J-Clatskanie Elementary School,1945,Clatskanie SD 6J,163,Clatskanie Elementary School,Regular,Elementary,Not Virtual,Public,381.37,7110895.074629674,18645.65926693152,2071.555133358852,16574.10413357267,4139530.579750719,845267.0295508661,1424214.3281339903,484934.70367264486,216948.43352145437,295183.3738607149,3989492.4499999997,2826219.2507689595,4982612.684205943,756322.9852589214,790028.9812090653,286747.0500950297,0,0,0,295183.3738607149,0,0
